application_number,loan_assessment_date,group,default,credit_score,,,,,
1239,27/01/2013,D,1,8,,,,,
1240,11/04/2013,D,0,10,,,,,
1241,25/05/2014,A,1,3,,,,,
1243,20/02/2013,A,0,1,,,,,
1244,24/03/2014,A,0,4,,,,,
1246,23/02/2014,D,1,6,,,,,
1247,17/05/2013,D,0,3,,,,,
1248,04/09/2013,A,1,2,,,,,
1250,09/09/2013,D,1,8,,,,,
1254,29/01/2013,D,0,8,,,,,
1255,15/08/2013,D,1,8,,,,,
1256,19/03/2014,D,1,10,,,,,
1257,01/01/2013,D,1,7,,,,,
1258,08/04/2013,D,1,8,,,,,
1259,09/09/2014,A,1,4,,,,,
1260,15/06/2014,D,1,7,,,,,
1261,17/04/2013,D,0,2,,,,,
1262,12/04/2013,A,1,1,,,,,
1268,31/03/2013,D,1,4,,,,,
1269,03/01/2014,D,0,4,,,,,
1271,01/11/2013,D,1,5,,,,,
1272,20/10/2014,D,1,5,,,,,
1275,03/12/2013,A,0,1,,,,,
1276,02/06/2014,D,1,7,,,,,
1280,29/01/2014,A,1,7,,,,,
1281,24/11/2014,A,1,2,,,,,
1282,22/03/2014,D,0,8,,,,,
1283,23/04/2013,D,1,9,,,,,
1286,06/04/2013,A,1,4,,,,,
1290,06/04/2013,D,1,8,,,,,
1292,28/05/2013,A,0,2,,,,,
1293,29/03/2014,D,1,5,,,,,
1295,16/03/2014,A,0,4,,,,,
1296,06/09/2013,A,0,1,,,,,
1298,09/05/2013,D,0,9,,,,,
1300,30/04/2013,A,0,5,,,,,
1303,09/01/2013,D,1,3,,,,,
1304,10/03/2014,D,0,7,,,,,
1305,13/02/2013,D,0,8,,,,,
1306,30/01/2013,D,1,4,,,,,
1310,02/07/2013,A,0,6,,,,,
1313,09/02/2013,D,1,9,,,,,
1314,06/05/2013,D,1,8,,,,,
1315,25/04/2013,D,0,4,,,,,
1318,25/09/2013,D,1,8,,,,,
1321,02/01/2013,D,1,1,,,,,
1323,06/03/2013,D,0,3,,,,,
1324,10/04/2013,A,0,2,,,,,
1325,17/01/2014,D,0,1,,,,,
1326,31/01/2013,D,0,9,,,,,
1328,09/09/2013,D,0,2,,,,,
1329,28/08/2013,A,1,8,,,,,
1330,27/01/2013,A,0,4,,,,,
1331,23/04/2013,D,1,10,,,,,
1334,14/01/2014,D,0,3,,,,,
1335,26/02/2013,A,0,4,,,,,
1336,16/03/2013,A,1,1,,,,,
1342,01/03/2014,D,0,7,,,,,
1344,29/01/2014,D,0,2,,,,,
1345,01/08/2014,A,1,4,,,,,
1346,22/10/2013,D,0,5,,,,,
1347,02/08/2013,A,1,3,,,,,
1348,14/08/2013,D,0,5,,,,,
1351,30/01/2013,D,1,7,,,,,
1352,05/02/2013,A,1,10,,,,,
1353,02/12/2014,A,1,1,,,,,
1358,17/02/2013,D,1,6,,,,,
1360,19/11/2013,D,1,1,,,,,
1361,16/05/2013,D,1,3,,,,,
1366,19/11/2013,A,0,1,,,,,
1367,02/03/2014,D,1,2,,,,,
1368,03/07/2013,A,1,4,,,,,
1369,30/01/2014,A,0,4,,,,,
1370,09/12/2013,A,0,1,,,,,
1372,13/04/2013,A,0,2,,,,,
1377,03/02/2013,D,1,7,,,,,
1379,07/12/2013,D,1,7,,,,,
1380,22/01/2013,D,1,2,,,,,
1382,06/12/2013,D,0,2,,,,,
1384,22/08/2013,A,0,5,,,,,
1385,20/11/2013,D,1,2,,,,,
1388,22/02/2013,A,1,1,,,,,
1393,13/01/2014,D,1,1,,,,,
1395,04/08/2014,D,1,9,,,,,
1396,11/02/2014,D,1,10,,,,,
1397,12/03/2013,D,0,9,,,,,
1399,22/01/2013,A,0,3,,,,,
1402,21/09/2013,D,0,1,,,,,
1403,11/10/2013,D,1,10,,,,,
1408,06/02/2014,D,1,7,,,,,
1410,04/11/2013,D,0,2,,,,,
1419,24/01/2014,A,0,1,,,,,
1424,02/07/2013,A,1,5,,,,,
1427,10/05/2013,D,1,9,,,,,
1428,21/05/2013,D,0,7,,,,,
1429,31/10/2014,D,1,10,,,,,
1431,05/03/2014,A,0,5,,,,,
1433,23/11/2013,D,0,8,,,,,
1435,12/03/2014,D,1,2,,,,,
1436,23/07/2014,D,1,7,,,,,
1438,17/01/2013,A,0,6,,,,,
1439,11/03/2014,A,0,4,,,,,
1441,28/11/2014,D,1,5,,,,,
1443,09/09/2013,D,1,5,,,,,
1445,03/01/2013,D,1,7,,,,,
1446,04/02/2014,A,0,1,,,,,
1447,26/11/2013,A,0,1,,,,,
1448,16/01/2013,A,0,3,,,,,
1452,10/03/2014,A,1,5,,,,,
1455,23/02/2013,D,0,1,,,,,
1456,21/10/2014,D,1,6,,,,,
1458,10/10/2013,A,0,3,,,,,
1461,25/08/2013,D,1,6,,,,,
1463,20/11/2013,D,1,8,,,,,
1467,07/08/2013,D,1,7,,,,,
1470,17/03/2013,D,1,5,,,,,
1471,29/08/2013,A,1,5,,,,,
1472,11/12/2013,A,0,1,,,,,
1473,02/02/2013,D,1,4,,,,,
1474,11/02/2014,D,0,4,,,,,
1479,30/09/2013,D,1,1,,,,,
1481,12/04/2013,D,0,1,,,,,
1482,16/12/2013,D,0,7,,,,,
1483,22/01/2014,D,0,1,,,,,
1484,12/11/2013,A,1,9,,,,,
1485,20/11/2013,D,1,7,,,,,
1488,23/12/2013,D,1,2,,,,,
1490,14/10/2014,D,1,4,,,,,
1491,12/01/2014,D,0,4,,,,,
1496,25/04/2013,D,1,7,,,,,
1497,29/07/2013,A,1,4,,,,,
1498,11/12/2013,A,0,1,,,,,
1499,04/01/2013,D,1,10,,,,,
1501,16/08/2013,A,0,1,,,,,
1505,24/02/2013,D,1,8,,,,,
1506,31/01/2014,A,1,9,,,,,
1508,06/01/2014,D,0,3,,,,,
1511,10/11/2013,D,0,2,,,,,
1512,09/09/2013,D,0,2,,,,,
1513,24/01/2013,D,1,5,,,,,
1515,23/10/2013,D,0,4,,,,,
1517,14/08/2014,D,1,3,,,,,
1520,01/10/2013,A,0,6,,,,,
1522,04/02/2013,D,0,7,,,,,
1526,12/12/2013,D,0,4,,,,,
1529,28/07/2014,D,1,7,,,,,
1533,14/01/2014,D,0,6,,,,,
1534,06/05/2013,D,0,6,,,,,
1536,16/02/2014,D,0,4,,,,,
1538,22/03/2013,A,0,3,,,,,
1540,17/02/2013,D,0,5,,,,,
1541,20/01/2014,D,0,10,,,,,
1542,03/02/2013,D,1,7,,,,,
1543,05/06/2014,D,1,10,,,,,
1545,23/11/2013,D,0,5,,,,,
1548,08/09/2013,D,1,9,,,,,
1549,24/04/2014,D,1,10,,,,,
1550,03/03/2014,A,0,1,,,,,
1556,13/12/2013,D,1,7,,,,,
1557,16/12/2013,D,0,1,,,,,
1558,09/01/2014,D,0,5,,,,,
1559,05/03/2014,A,0,4,,,,,
1563,01/08/2013,D,0,1,,,,,
1565,29/10/2013,D,1,5,,,,,
1566,19/11/2013,D,0,3,,,,,
1569,17/02/2013,D,1,7,,,,,
1571,25/03/2013,A,0,1,,,,,
1572,19/01/2013,D,0,2,,,,,
1573,04/02/2014,D,0,6,,,,,
1575,13/01/2014,D,1,3,,,,,
1576,20/05/2013,D,1,8,,,,,
1577,29/04/2013,D,0,1,,,,,
1578,20/12/2013,A,0,1,,,,,
1581,19/04/2013,A,0,4,,,,,
1587,03/04/2013,A,0,1,,,,,
1588,04/02/2014,D,1,10,,,,,
1590,27/03/2014,D,1,1,,,,,
1591,06/02/2014,A,0,1,,,,,
1594,27/12/2013,D,0,5,,,,,
1595,27/04/2013,D,1,10,,,,,
1596,15/03/2013,D,1,3,,,,,
1597,08/04/2013,D,0,1,,,,,
1599,08/03/2014,A,0,1,,,,,
1601,08/05/2013,A,1,2,,,,,
1602,10/08/2013,D,0,2,,,,,
1604,15/12/2013,D,1,5,,,,,
1606,17/09/2013,D,0,8,,,,,
1607,13/09/2013,D,1,7,,,,,
1608,12/01/2013,A,1,6,,,,,
1611,30/03/2013,D,0,3,,,,,
1613,04/03/2013,D,1,3,,,,,
1615,08/11/2013,A,0,1,,,,,
1620,16/12/2013,A,0,1,,,,,
1622,10/03/2013,D,0,3,,,,,
1623,22/10/2013,D,0,7,,,,,
1624,27/09/2013,D,1,8,,,,,
1625,19/02/2013,D,1,10,,,,,
1626,27/04/2013,D,1,3,,,,,
1627,30/01/2013,D,1,3,,,,,
1629,09/02/2014,D,0,5,,,,,
1630,25/05/2013,A,0,5,,,,,
1631,08/10/2013,A,1,3,,,,,
1632,30/05/2014,D,1,10,,,,,
1634,30/03/2013,A,0,1,,,,,
1637,10/06/2013,D,0,1,,,,,
1638,04/10/2013,D,1,3,,,,,
1640,03/01/2013,A,0,1,,,,,
1642,18/03/2014,A,0,6,,,,,
1643,27/04/2013,A,0,4,,,,,
1645,03/04/2014,D,1,6,,,,,
1648,16/11/2013,A,0,1,,,,,
1651,13/03/2013,D,1,3,,,,,
1652,21/03/2013,A,0,1,,,,,
1653,22/11/2013,A,0,5,,,,,
1655,22/01/2013,D,1,2,,,,,
1657,02/02/2013,D,0,1,,,,,
1660,06/02/2013,D,1,10,,,,,
1664,07/02/2013,A,0,8,,,,,
1665,27/03/2013,D,0,6,,,,,
1666,06/12/2013,A,1,1,,,,,
1667,20/10/2014,A,1,5,,,,,
1668,26/03/2013,D,0,9,,,,,
1669,29/01/2013,A,1,10,,,,,
1670,05/04/2013,D,1,6,,,,,
1672,23/03/2014,D,0,8,,,,,
1673,21/11/2013,A,1,7,,,,,
1674,30/09/2013,D,0,2,,,,,
1676,07/01/2014,A,0,3,,,,,
1678,26/02/2013,D,0,1,,,,,
1680,29/03/2013,A,0,2,,,,,
1681,05/02/2013,D,0,2,,,,,
1682,20/04/2013,A,0,1,,,,,
1683,17/01/2013,D,1,7,,,,,
1684,07/02/2013,A,0,7,,,,,
1686,09/05/2014,D,1,5,,,,,
1688,26/01/2013,D,1,8,,,,,
1689,05/05/2013,A,1,1,,,,,
1691,15/03/2013,A,0,10,,,,,
1692,26/07/2013,A,0,1,,,,,
1698,01/10/2013,A,0,3,,,,,
1699,13/12/2013,A,0,2,,,,,
1700,27/04/2013,D,1,3,,,,,
1701,12/02/2014,D,1,8,,,,,
1702,03/06/2013,D,1,9,,,,,
1704,01/01/2013,A,1,1,,,,,
1705,22/08/2013,D,0,5,,,,,
1706,02/06/2014,D,1,5,,,,,
1707,03/01/2013,D,0,2,,,,,
1709,11/02/2014,D,1,9,,,,,
1710,01/04/2013,A,1,2,,,,,
1711,07/01/2014,A,0,1,,,,,
1714,30/04/2013,A,0,10,,,,,
1715,25/03/2013,D,1,6,,,,,
1716,16/09/2013,A,0,4,,,,,
1717,06/09/2013,D,1,6,,,,,
1718,21/05/2013,D,1,9,,,,,
1719,18/02/2014,D,1,1,,,,,
1724,27/09/2013,A,1,6,,,,,
1727,20/02/2013,D,0,1,,,,,
1728,06/02/2013,A,1,9,,,,,
1729,08/04/2013,D,1,2,,,,,
1730,04/03/2014,D,0,4,,,,,
1731,08/02/2013,A,0,1,,,,,
1733,23/05/2013,A,0,7,,,,,
1734,02/01/2013,A,0,1,,,,,
1735,03/02/2014,A,0,1,,,,,
1736,23/08/2013,D,0,7,,,,,
1737,10/09/2013,D,0,9,,,,,
1741,09/02/2013,D,1,6,,,,,
1746,16/05/2013,A,1,3,,,,,
1747,11/12/2013,A,0,5,,,,,
1749,03/10/2013,A,0,1,,,,,
1750,23/05/2014,A,1,3,,,,,
1752,20/03/2013,A,0,7,,,,,
1754,03/03/2014,A,0,1,,,,,
1755,07/10/2013,D,0,7,,,,,
1756,09/01/2014,A,1,2,,,,,
1757,26/04/2013,A,0,1,,,,,
1759,15/01/2013,A,1,9,,,,,
1760,05/07/2014,A,1,5,,,,,
1764,18/12/2013,A,0,4,,,,,
1765,18/09/2013,D,0,10,,,,,
1768,02/10/2013,D,0,1,,,,,
1770,20/02/2014,D,1,2,,,,,
1774,29/03/2014,A,0,2,,,,,
1776,21/03/2013,D,1,9,,,,,
1777,23/01/2013,D,1,7,,,,,
1780,06/09/2013,D,0,5,,,,,
1781,30/03/2013,A,0,3,,,,,
1786,18/02/2013,D,1,9,,,,,
1787,14/10/2013,D,0,5,,,,,
1791,21/12/2013,D,1,8,,,,,
1794,13/04/2013,D,0,2,,,,,
1796,16/11/2013,D,1,3,,,,,
1797,02/04/2014,D,1,9,,,,,
1798,21/10/2013,D,1,7,,,,,
1800,26/12/2013,D,0,5,,,,,
1801,28/01/2014,D,0,3,,,,,
1803,05/01/2014,A,0,4,,,,,
1804,29/05/2013,D,0,4,,,,,
1805,14/01/2013,D,1,5,,,,,
1806,04/03/2013,A,1,5,,,,,
1816,21/12/2014,A,1,10,,,,,
1817,06/08/2013,D,1,4,,,,,
1820,30/10/2013,D,0,1,,,,,
1821,13/01/2014,A,0,3,,,,,
1822,18/10/2014,A,1,3,,,,,
1826,05/04/2013,A,0,1,,,,,
1827,29/08/2013,D,0,7,,,,,
1829,14/03/2013,A,0,5,,,,,
1830,29/09/2014,D,1,10,,,,,
1832,09/01/2013,D,0,10,,,,,
1834,21/02/2013,A,0,4,,,,,
1840,23/09/2013,A,0,2,,,,,
1841,21/02/2013,A,0,3,,,,,
1844,26/08/2013,A,1,6,,,,,
1845,27/02/2013,D,0,2,,,,,
1846,27/03/2014,D,0,9,,,,,
1847,25/03/2013,D,0,1,,,,,
1848,06/05/2014,A,1,2,,,,,
1849,12/05/2014,D,1,6,,,,,
1850,14/02/2013,D,1,6,,,,,
1852,17/08/2014,D,1,7,,,,,
1853,14/02/2013,A,0,4,,,,,
1854,08/02/2013,D,0,4,,,,,
1856,05/03/2014,A,0,4,,,,,
1859,24/02/2013,D,1,3,,,,,
1860,12/04/2013,A,1,6,,,,,
1861,04/09/2013,D,1,8,,,,,
1862,06/08/2013,D,1,2,,,,,
1863,13/06/2014,D,1,6,,,,,
1864,22/02/2013,D,0,2,,,,,
1865,20/11/2013,A,0,1,,,,,
1868,22/05/2013,D,0,9,,,,,
1869,21/09/2013,A,0,1,,,,,
1870,28/10/2013,D,0,3,,,,,
1871,21/04/2013,D,1,8,,,,,
1872,01/11/2013,D,0,1,,,,,
1873,10/10/2013,A,0,3,,,,,
1874,13/02/2014,A,0,4,,,,,
1875,21/02/2014,A,1,8,,,,,
1876,06/08/2013,A,0,3,,,,,
1877,05/05/2013,D,1,5,,,,,
1879,15/01/2013,D,0,9,,,,,
1881,30/08/2013,D,1,1,,,,,
1882,08/05/2013,D,1,9,,,,,
1886,03/05/2013,D,0,3,,,,,
1888,26/01/2013,D,0,5,,,,,
1890,11/10/2014,D,1,4,,,,,
1893,10/03/2013,A,0,8,,,,,
1894,11/08/2013,D,1,2,,,,,
1895,07/02/2013,D,1,10,,,,,
1897,21/03/2013,A,1,7,,,,,
1900,06/03/2013,A,1,5,,,,,
1901,12/05/2013,A,1,1,,,,,
1904,16/01/2013,D,0,4,,,,,
1906,27/03/2013,A,0,4,,,,,
1907,14/08/2014,D,1,3,,,,,
1908,06/08/2013,A,1,10,,,,,
1909,05/10/2013,A,0,2,,,,,
1910,09/04/2013,A,1,1,,,,,
1913,25/03/2014,D,0,4,,,,,
1914,27/11/2013,D,0,5,,,,,
1915,19/04/2013,D,1,8,,,,,
1916,17/06/2013,A,0,2,,,,,
1917,21/10/2013,A,0,3,,,,,
1919,11/11/2013,A,1,1,,,,,
1921,14/03/2013,D,1,6,,,,,
1923,19/01/2014,A,1,6,,,,,
1924,09/07/2014,D,1,10,,,,,
1926,02/07/2013,A,0,2,,,,,
1927,19/09/2013,D,1,3,,,,,
1930,17/04/2013,A,0,3,,,,,
1931,07/02/2014,A,0,1,,,,,
1938,09/04/2013,A,0,5,,,,,
1939,08/10/2014,A,1,2,,,,,
1941,07/08/2013,D,0,1,,,,,
1942,13/02/2013,A,0,1,,,,,
1943,25/05/2013,D,1,3,,,,,
1945,09/08/2013,D,0,2,,,,,
1948,05/02/2013,A,0,1,,,,,
1951,27/03/2014,D,0,3,,,,,
1952,05/12/2013,D,0,6,,,,,
1954,29/10/2013,A,1,1,,,,,
1957,11/05/2013,A,0,1,,,,,
1961,27/03/2013,A,1,8,,,,,
1965,20/10/2014,D,1,9,,,,,
1967,07/03/2013,D,0,2,,,,,
1971,16/09/2013,D,0,5,,,,,
1972,08/09/2013,A,0,2,,,,,
1974,10/09/2013,D,0,1,,,,,
1976,23/09/2014,A,1,5,,,,,
1980,09/10/2013,D,0,4,,,,,
1983,20/12/2013,D,0,1,,,,,
1984,23/08/2014,D,1,8,,,,,
1985,15/07/2013,A,0,1,,,,,
1987,11/02/2013,A,0,2,,,,,
1990,03/08/2014,D,1,1,,,,,
1991,01/08/2014,D,1,9,,,,,
1993,05/04/2013,A,1,7,,,,,
1994,08/06/2014,A,1,10,,,,,
1995,21/03/2013,A,1,1,,,,,
1999,04/03/2013,D,0,1,,,,,
2002,04/03/2013,A,0,5,,,,,
2006,21/04/2013,D,1,8,,,,,
2009,01/02/2013,D,1,4,,,,,
2010,17/02/2014,D,0,3,,,,,
2014,25/09/2013,A,0,2,,,,,
2018,24/01/2013,D,1,10,,,,,
2019,12/03/2013,D,1,8,,,,,
2024,12/08/2013,A,0,5,,,,,
2026,10/01/2014,D,1,2,,,,,
2027,06/08/2013,D,1,7,,,,,
2029,18/04/2013,D,0,3,,,,,
2033,25/11/2013,D,0,4,,,,,
2034,13/08/2013,A,0,2,,,,,
2035,21/09/2013,D,1,4,,,,,
2036,14/05/2014,D,1,10,,,,,
2037,22/08/2013,D,0,2,,,,,
2042,05/12/2013,D,0,1,,,,,
2045,31/10/2013,A,0,3,,,,,
2047,04/11/2013,D,1,5,,,,,
2048,28/11/2013,D,1,10,,,,,
2049,23/11/2013,D,1,4,,,,,
2051,14/02/2013,A,1,7,,,,,
2052,14/11/2013,A,0,1,,,,,
2053,10/05/2013,D,0,7,,,,,
2054,25/02/2014,A,0,2,,,,,
2055,19/12/2013,D,0,9,,,,,
2056,19/01/2013,D,0,4,,,,,
2057,14/03/2013,D,1,9,,,,,
2058,24/10/2014,D,1,7,,,,,
2060,03/01/2013,D,1,5,,,,,
2061,15/09/2013,D,1,2,,,,,
2062,17/03/2013,D,0,4,,,,,
2064,22/11/2013,D,1,6,,,,,
2065,17/02/2013,A,0,2,,,,,
2066,19/04/2013,A,0,4,,,,,
2069,30/01/2013,D,0,3,,,,,
2070,21/01/2013,D,0,8,,,,,
2071,23/03/2013,D,1,9,,,,,
2072,29/04/2013,A,0,1,,,,,
2075,20/05/2013,A,0,6,,,,,
2076,21/03/2013,D,1,10,,,,,
2077,15/03/2013,D,0,7,,,,,
2078,29/06/2014,A,1,5,,,,,
2079,28/12/2013,D,0,2,,,,,
2083,15/11/2013,D,1,8,,,,,
2085,21/04/2014,A,1,2,,,,,
2087,13/12/2013,D,1,6,,,,,
2089,20/01/2013,D,0,1,,,,,
2090,15/02/2014,D,0,4,,,,,
2091,03/10/2013,D,0,9,,,,,
2093,29/07/2013,A,0,2,,,,,
2094,31/01/2013,D,0,4,,,,,
2095,05/05/2013,A,1,1,,,,,
2096,24/10/2014,A,1,6,,,,,
2098,11/04/2013,A,0,1,,,,,
2099,04/02/2013,D,0,2,,,,,
2100,29/04/2013,A,0,1,,,,,
2101,23/12/2014,A,1,2,,,,,
2103,17/09/2013,D,1,4,,,,,
2107,14/03/2013,D,1,7,,,,,
2109,02/01/2013,A,0,5,,,,,
2110,29/09/2013,D,0,9,,,,,
2111,27/03/2013,D,0,2,,,,,
2113,04/04/2014,D,1,9,,,,,
2115,13/11/2013,A,0,1,,,,,
2116,22/08/2013,D,0,5,,,,,
2121,08/11/2013,D,0,4,,,,,
2123,25/03/2013,A,1,6,,,,,
2125,10/03/2014,A,0,3,,,,,
2126,21/04/2014,A,1,8,,,,,
2127,21/10/2013,D,1,7,,,,,
2128,22/09/2014,D,1,3,,,,,
2129,15/11/2013,D,1,4,,,,,
2130,22/01/2013,A,1,1,,,,,
2131,27/02/2013,D,0,8,,,,,
2134,14/08/2013,D,0,9,,,,,
2138,22/01/2014,D,1,10,,,,,
2140,01/03/2013,A,0,1,,,,,
2141,26/04/2013,A,1,2,,,,,
2143,24/08/2013,A,1,4,,,,,
2146,10/06/2014,D,1,10,,,,,
2147,03/10/2013,D,0,2,,,,,
2148,13/07/2014,D,1,10,,,,,
2149,11/02/2014,D,1,1,,,,,
2150,29/08/2014,D,1,8,,,,,
2151,19/02/2013,A,1,4,,,,,
2152,26/11/2013,D,0,2,,,,,
2153,06/02/2014,D,1,8,,,,,
2155,24/09/2013,A,0,7,,,,,
2156,11/04/2013,A,1,5,,,,,
2157,16/12/2014,D,1,3,,,,,
2159,09/05/2013,A,0,1,,,,,
2161,23/05/2013,A,0,3,,,,,
2162,24/01/2013,D,0,4,,,,,
2163,14/04/2013,A,0,2,,,,,
2165,24/01/2013,D,1,1,,,,,
2166,03/05/2013,D,1,8,,,,,
2169,20/05/2013,A,0,4,,,,,
2170,30/04/2013,D,0,8,,,,,
2171,20/11/2013,D,0,7,,,,,
2176,29/10/2013,A,1,3,,,,,
2178,09/09/2014,D,1,4,,,,,
2179,28/12/2013,D,0,1,,,,,
2181,25/08/2013,D,1,9,,,,,
2182,13/09/2013,D,1,6,,,,,
2183,07/01/2014,D,0,1,,,,,
2184,13/09/2014,A,1,5,,,,,
2186,11/02/2013,A,1,2,,,,,
2188,20/04/2013,D,1,3,,,,,
2193,26/03/2014,A,1,3,,,,,
2194,25/01/2013,D,0,3,,,,,
2195,29/01/2014,D,1,6,,,,,
2196,03/02/2014,D,0,2,,,,,
2197,16/04/2013,D,1,9,,,,,
2198,22/10/2013,A,0,1,,,,,
2201,25/11/2013,A,0,1,,,,,
2205,13/03/2013,D,0,6,,,,,
2206,30/01/2013,D,0,7,,,,,
2207,27/03/2013,D,1,6,,,,,
2208,26/08/2013,D,1,7,,,,,
2211,15/07/2014,D,1,7,,,,,
2212,12/11/2014,D,1,5,,,,,
2215,17/12/2013,D,1,5,,,,,
2216,15/02/2013,D,0,2,,,,,
2217,26/05/2013,A,0,4,,,,,
2218,21/09/2013,D,0,2,,,,,
2220,15/01/2014,D,1,4,,,,,
2221,22/09/2014,A,1,2,,,,,
2222,07/08/2013,D,0,1,,,,,
2224,30/01/2014,A,0,6,,,,,
2226,09/02/2013,A,1,6,,,,,
2228,28/10/2014,D,1,4,,,,,
2231,31/01/2013,D,1,9,,,,,
2233,24/03/2013,A,1,8,,,,,
2235,06/08/2013,A,0,7,,,,,
2236,17/12/2014,D,1,1,,,,,
2237,23/08/2013,D,0,7,,,,,
2239,29/10/2013,A,0,7,,,,,
2240,13/11/2014,D,1,9,,,,,
2243,21/07/2014,A,1,2,,,,,
2245,02/01/2013,A,0,8,,,,,
2246,20/02/2013,D,0,8,,,,,
2247,05/01/2013,D,1,10,,,,,
2248,18/04/2013,D,0,9,,,,,
2250,02/03/2013,D,1,10,,,,,
2256,12/01/2013,A,0,3,,,,,
2258,28/12/2014,A,1,6,,,,,
2259,30/10/2013,D,0,3,,,,,
2261,30/08/2013,D,0,1,,,,,
2262,22/10/2014,D,1,3,,,,,
2268,28/01/2013,A,0,7,,,,,
2269,12/09/2013,D,0,6,,,,,
2271,13/12/2013,D,1,8,,,,,
2274,09/04/2014,A,1,4,,,,,
2277,07/11/2013,A,1,9,,,,,
2278,10/11/2013,A,1,1,,,,,
2279,22/03/2014,D,0,7,,,,,
2280,30/10/2013,D,1,4,,,,,
2282,23/03/2014,D,0,3,,,,,
2283,09/04/2013,D,1,10,,,,,
2284,02/12/2013,A,0,1,,,,,
2285,12/03/2013,D,0,3,,,,,
2287,19/05/2013,D,1,9,,,,,
2289,26/03/2014,A,1,10,,,,,
2290,17/08/2014,D,1,2,,,,,
2291,17/06/2013,A,0,1,,,,,
2292,17/04/2013,A,0,1,,,,,
2293,09/03/2013,A,0,2,,,,,
2294,13/03/2014,A,0,3,,,,,
2297,19/05/2014,A,1,8,,,,,
2299,10/05/2013,A,1,7,,,,,
2300,04/11/2014,A,1,6,,,,,
2301,26/09/2013,D,1,9,,,,,
2303,10/01/2014,A,0,1,,,,,
2306,16/05/2013,A,0,1,,,,,
2307,03/05/2013,A,0,7,,,,,
2310,24/08/2013,D,0,2,,,,,
2314,17/05/2013,D,0,2,,,,,
2316,15/04/2013,A,0,1,,,,,
2317,15/11/2014,D,1,5,,,,,
2318,31/12/2013,A,1,5,,,,,
2320,30/01/2014,D,1,4,,,,,
2321,02/03/2013,D,1,6,,,,,
2322,26/04/2013,D,0,7,,,,,
2326,15/01/2013,D,1,8,,,,,
2327,29/05/2013,D,1,9,,,,,
2329,22/09/2013,D,1,10,,,,,
2332,30/04/2013,A,0,1,,,,,
2335,14/05/2013,D,1,6,,,,,
2336,21/06/2014,D,1,9,,,,,
2339,19/03/2014,A,1,7,,,,,
2342,03/11/2013,D,0,8,,,,,
2343,19/03/2014,A,0,1,,,,,
2344,02/02/2013,D,1,7,,,,,
2349,31/07/2013,D,0,9,,,,,
2350,05/04/2014,D,1,10,,,,,
2352,02/01/2013,D,0,1,,,,,
2353,12/02/2014,A,0,1,,,,,
2354,08/08/2013,D,1,3,,,,,
2355,09/09/2014,D,1,3,,,,,
2356,12/05/2014,A,1,1,,,,,
2357,05/03/2014,D,0,3,,,,,
2361,11/08/2013,A,1,2,,,,,
2363,12/09/2013,A,0,1,,,,,
2365,21/01/2014,A,0,3,,,,,
2367,17/12/2013,A,1,3,,,,,
2370,21/10/2013,D,0,3,,,,,
2371,30/03/2013,A,0,2,,,,,
2372,12/11/2013,D,0,7,,,,,
2374,07/03/2013,D,1,4,,,,,
2376,13/08/2013,D,1,9,,,,,
2382,16/09/2013,D,1,6,,,,,
2385,14/12/2014,D,1,10,,,,,
2386,21/03/2013,D,1,4,,,,,
2387,10/05/2013,A,1,8,,,,,
2389,29/04/2013,D,0,1,,,,,
2390,27/05/2013,D,1,8,,,,,
2392,24/02/2013,D,1,4,,,,,
2393,21/03/2014,D,0,3,,,,,
2394,10/12/2013,A,1,5,,,,,
2396,18/05/2013,A,0,4,,,,,
2398,21/06/2013,A,0,1,,,,,
2400,01/05/2013,D,0,8,,,,,
2401,17/03/2014,D,0,1,,,,,
2402,28/05/2013,D,1,7,,,,,
2404,03/10/2013,D,0,10,,,,,
2405,26/02/2014,D,0,3,,,,,
2406,28/01/2013,D,0,1,,,,,
2408,17/01/2013,A,0,1,,,,,
2411,19/01/2013,D,0,5,,,,,
2412,02/05/2013,A,0,4,,,,,
2416,03/03/2014,A,1,2,,,,,
2418,12/05/2013,A,0,1,,,,,
2420,24/01/2013,A,1,2,,,,,
2421,28/03/2013,A,0,2,,,,,
2422,29/01/2014,D,0,2,,,,,
2425,21/08/2013,A,1,7,,,,,
2426,01/11/2013,A,1,5,,,,,
2427,01/05/2013,D,1,10,,,,,
2428,04/02/2013,D,0,9,,,,,
2429,21/08/2013,A,0,3,,,,,
2430,20/07/2014,D,1,1,,,,,
2431,23/11/2013,A,0,4,,,,,
2432,18/12/2013,D,0,1,,,,,
2439,03/02/2013,D,0,5,,,,,
2442,16/05/2013,D,1,9,,,,,
2444,02/02/2013,D,0,6,,,,,
2445,19/01/2013,D,1,5,,,,,
2446,12/06/2014,A,1,3,,,,,
2448,14/02/2014,D,1,8,,,,,
2451,05/02/2014,A,0,1,,,,,
2453,30/11/2013,A,1,7,,,,,
2456,21/02/2013,A,0,6,,,,,
2459,12/02/2014,D,0,5,,,,,
2460,26/09/2013,A,1,4,,,,,
2462,16/04/2013,D,0,2,,,,,
2464,29/05/2013,D,0,9,,,,,
2465,14/01/2013,D,0,7,,,,,
2467,23/10/2013,D,0,6,,,,,
2470,24/01/2013,D,0,2,,,,,
2472,24/09/2013,A,0,8,,,,,
2474,04/05/2013,D,1,7,,,,,
